SITE_ID,VISIT_NO,TAXANAME,ABUND,GENUS_CNT,SPECIES_CNT
NLA06608-ELS:1E3-002,1,Keratella taurocephala,13,Keratella,taurocephala
NLA06608-ELS:1E3-002,1,Lecanidae,1,Monostyla,copeis
NLA06608-ELS:1E3-002,1,Polyarthra,3,Polyarthra,major
NLA06608-ELS:1E3-002,1,Pompholyx,2,Pompholyx,sulcata
NLA06608-ELS:1E3-002,1,Trichocerca,5,Trichocerca,NA
NLA06608-ELS:1E3-012,1,Acari,1,Hydracarina,NA
NLA06608-ELS:1E3-012,1,Bosmina,4,Eubosmina,longispina
NLA06608-ELS:1E3-012,1,Ceriodaphnia,15,Ceriodaphnia,NA
NLA06608-ELS:1E3-012,1,Cyclopidae,12,Ectocyclops,phaleratus
NLA06608-ELS:1E3-012,1,Cyclopidae,6,NA,NA
NLA06608-ELS:1E3-012,1,Daphnia ambigua,13,Daphnia,ambigua
NLA06608-ELS:1E3-012,1,Daphnia catawba/pulex complex,28,Daphnia,pulex
NLA06608-ELS:1E3-012,1,Daphnia mendotae complex,14,Daphnia,mendotae
NLA06608-ELS:1E3-012,1,Diaptomidae,154,NA,NA
NLA06608-ELS:1E3-012,1,Holopedium gibberum,10,Holopedium,gibberum
NLA06608-ELS:1E3-012,1,Latona,1,Latona,setifera
NLA06608-ELS:1E3-012,1,Temoridae,9,Epischura,NA
NLA06608-ELS:1E3-012,1,Conochilidae,202,NA,NA
NLA06608-ELS:1E3-012,1,Kellicottia longispina,15,Kellicottia,longispina
NLA06608-ELS:1E3-012,1,Keratella chussa,4,Keratella,chussa
NLA06608-ELS:1E3-012,1,Keratella taurocephala,3,Keratella,taurocephala
NLA06608-ELS:1E3-012,1,Polyarthra,7,Polyarthra,NA
NLA06608-ELS:1E3-012,1,Trichocerca,5,Trichocerca,NA
NLA06608-ELS:1E3-071,1,Bosmina,6,Eubosmina,longispina
NLA06608-ELS:1E3-071,1,Cyclopidae,4,Cyclops,rubellus
NLA06608-ELS:1E3-071,1,Diaphanosoma,6,Diaphanasoma,brachyurum
NLA06608-ELS:1E3-071,1,Diaptomidae,169,Leptodiaptomus,minutus
NLA06608-ELS:1E3-071,1,Holopedium gibberum,15,Holopedium,gibberum
NLA06608-ELS:1E3-071,1,Conochilidae,202,NA,NA
NLA06608-ELS:1E3-071,1,Euchlanis,3,Euchlanis,dilatata
NLA06608-ELS:1E3-071,1,Kellicottia bostoniensis,3,Kellicottia,bostoniensis
NLA06608-ELS:1E3-071,1,Keratella cceo,10,Keratella,cceo
NLA06608-ELS:1E3-071,1,Keratella taurocephala,8,Keratella,taurocephala
NLA06608-ELS:1E3-071,1,Lecanidae,1,Monostyla,copeis
NLA06608-ELS:1E3-071,1,Lecanidae,3,Lecane,mira
NLA06608-ELS:1E3-071,1,Ploesoma,2,Ploesoma,lenticulare
NLA06608-ELS:1E3-071,1,Polyarthra,9,Polyarthra,remata
NLA06608-ELS:1E3-071,1,Trichocerca,1,Trichocerca,NA
NLA06608-ELS:2B2-008,1,Bosmina,1,Bosmina,NA
NLA06608-ELS:2B2-008,1,Chaoborus albipes,2,Chaoborus,albipes
NLA06608-ELS:2B2-008,1,Chaoborus punctipennis,17,Chaoborus,punctipennis
NLA06608-ELS:2B2-008,1,Cyclopidae,8,Mesocyclops,NA
NLA06608-ELS:2B2-008,1,Cyclopidae,1,Orthocyclops,NA
NLA06608-ELS:2B2-008,1,Cyclopidae,10,NA,NA
NLA06608-ELS:2B2-008,1,Daphnia catawba/pulex complex,270,Daphnia,pulex
NLA06608-ELS:2B2-008,1,Diaptomidae,38,NA,NA
NLA06608-ELS:2B2-008,1,Holopedium gibberum,4,Holopedium,gibberum
NLA06608-ELS:2B2-008,1,Asplanchna,1,Asplanchna,NA
NLA06608-ELS:2B2-008,1,Conochilidae,92,NA,NA
NLA06608-ELS:2B2-008,1,Encentrum,5,Encentrum,NA
NLA06608-ELS:2B2-008,1,Gastropus,5,Gastropus,NA
NLA06608-ELS:2B2-008,1,Kellicottia bostoniensis,38,Kellicottia,bostonensis
NLA06608-ELS:2B2-008,1,Keratella cceo,1,Keratella,cceo
NLA06608-ELS:2B2-008,1,Keratella hiemalis,1,Keratella,hiemalis
NLA06608-ELS:2B2-008,1,Keratella taurocephala,18,Keratella,taurocephala
NLA06608-ELS:2B2-008,1,Polyarthra,55,Polyarthra,NA
NLA06608-ELS:2B2-008,1,Trichocerca,1,Trichocerca,NA
NLA06608-ELS:2C2-048,1,Chaoborus punctipennis,1,Chaoborus,punctipennis
NLA06608-ELS:2C2-048,1,Cyclopidae,14,Mesocyclops,NA
NLA06608-ELS:2C2-048,1,Daphnia,34,Daphnia,NA
NLA06608-ELS:2C2-048,1,Daphnia catawba/pulex complex,30,Daphnia,pulex
NLA06608-ELS:2C2-048,1,Diaptomidae,115,NA,NA
NLA06608-ELS:2C2-048,1,Holopedium gibberum,7,Holopedium,gibberum
NLA06608-ELS:2C2-048,1,Asplanchna,65,Asplanchna,NA
NLA06608-ELS:2C2-048,1,Kellicottia longispina,3,Kellicottia,longispina
NLA06608-ELS:2C2-048,1,Keratella cceo,31,Keratella,cceo
NLA06608-ELS:2C2-048,1,Ploesoma,7,Ploesoma,NA
NLA06608-ELS:2C2-048,1,Polyarthra,7,Polyarthra,NA
NLA06608-ELS:2C2-048,1,Pompholyx,2,Pompholyx,NA
NLA06608-ELS:2C2-048,1,Ptygura,9,Ptygura,NA
NLA06608-ELS:2C2-048,1,Trichocerca,82,Trichocerca,NA
NLA06608-ELS:2C3-018,1,Asplanchna,1,Asplanchna,NA
NLA06608-ELS:2C3-018,1,Bosmina,3,Bosmina,longirostris
NLA06608-ELS:2C3-018,1,Calanoida,2,NA,NA
NLA06608-ELS:2C3-018,1,Ceriodaphnia,1,Ceriodaphnia,NA
NLA06608-ELS:2C3-018,1,Cyclopidae,1,Diacyclops,NA
NLA06608-ELS:2C3-018,1,Cyclopidae,3,NA,NA
NLA06608-ELS:2C3-018,1,Daphnia parvula,1,Daphnia,parvula
NLA06608-ELS:2C3-018,1,Diaphanosoma,5,Diaphanosoma,NA
NLA06608-ELS:2C3-018,1,Diaphanosoma,8,Diaphanosoma,NA
NLA06608-ELS:2C3-018,1,Diaptomidae,2,NA,NA
NLA06608-ELS:2C3-018,1,Diaptomidae,18,Leptodiaptomus,NA
NLA06608-ELS:2C3-018,1,Diaptomidae,3,Skistodiaptomus,NA
NLA06608-ELS:2C3-018,1,Holopedium gibberum,5,Holopedium,gibberum
NLA06608-ELS:2C3-018,1,Holopedium gibberum,8,Holopedium,gibberum
NLA06608-ELS:2C3-018,1,Asplanchna,1,Asplanchna,NA
NLA06608-ELS:2C3-018,1,Collotheca,39,Collotheca,NA
NLA06608-ELS:2C3-018,1,Conochilidae,35,NA,NA
NLA06608-ELS:2C3-018,1,Conochilidae,40,NA,NA
NLA06608-ELS:2C3-018,1,Filinia,1,Filinia,NA
NLA06608-ELS:2C3-018,1,Gastropus,3,Gastropus,NA
NLA06608-ELS:2C3-018,1,Kellicottia longispina,2,Kellicottia,longispina
NLA06608-ELS:2C3-018,1,Keratella cceo,45,Keratella,cceo
NLA06608-ELS:2C3-018,1,Keratella cceo,20,Keratella,cceo
NLA06608-ELS:2C3-018,1,Keratella cceo,49,Keratella,cceo
NLA06608-ELS:2C3-018,1,Lecanidae,1,Monostyla,NA
NLA06608-ELS:2C3-018,1,Ploesoma,36,Ploesoma,NA
NLA06608-ELS:2C3-018,1,Ploesoma,11,Ploesoma,NA
NLA06608-ELS:2C3-018,1,Polyarthra,13,Polyarthra,NA
NLA06608-ELS:2C3-018,1,Polyarthra,40,Polyarthra,NA
NLA06608-ELS:2C3-018,1,Ptygura,32,Ptygura,NA
NLA06608-ELS:2C3-018,1,Synchaeta,44,Synchaeta,NA
NLA06608-ELS:2C3-018,1,Trichocerca,70,Trichocerca,NA
NLA06608-ELS:2C3-018,1,Trichocerca,73,Trichocerca,NA
NLA06608-ELS:2D3-008,1,Chaoborus albipes,16,Chaoborus,albipes
NLA06608-ELS:2D3-008,1,Cyclopidae,8,Mesocyclops,NA
NLA06608-ELS:2D3-008,1,Daphnia catawba/pulex complex,92,Daphnia,pulex
NLA06608-ELS:2D3-008,1,Diaptomidae,23,NA,NA
NLA06608-ELS:2D3-008,1,Ascomorpha,3,Ascomorpha,NA
NLA06608-ELS:2D3-008,1,Conochilidae,4,NA,NA
NLA06608-ELS:2D3-008,1,Euchlanis,4,Euchlanis,NA
NLA06608-ELS:2D3-008,1,Kellicottia longispina,6,Kellicottia,longispina
NLA06608-ELS:2D3-008,1,Keratella cceo,3,Keratella,cceo
NLA06608-ELS:2D3-008,1,Keratella cceo,14,Keratella,cceo
NLA06608-ELS:2D3-008,1,Ploesoma,4,Ploesoma,NA
NLA06608-ELS:2D3-008,1,Polyarthra,23,Polyarthra,NA
NLA06608-ELS:2D3-008,1,Pompholyx,9,Pompholyx,sulcata
NLA06608-EMAP:ME011L,1,Bosmina,8,Eubosmina,NA
NLA06608-EMAP:ME011L,1,Chaoborus punctipennis,1,Chaoborus,punctipennis
NLA06608-EMAP:ME011L,1,Cyclopidae,4,Mesocyclops,edax
NLA06608-EMAP:ME011L,1,Cyclopidae,6,NA,NA
NLA06608-EMAP:ME011L,1,Daphnia ambigua,28,Daphnia,ambigua
NLA06608-EMAP:ME011L,1,Daphnia laevis,13,Daphnia,laevis
NLA06608-EMAP:ME011L,1,Daphnia longiremis,76,Daphnia,longiremis
NLA06608-EMAP:ME011L,1,Diaphanosoma,3,Diaphanosoma,NA
NLA06608-EMAP:ME011L,1,Diaptomidae,62,NA,NA
NLA06608-EMAP:ME011L,1,Temoridae,8,Epischura,NA
NLA06608-EMAP:ME011L,1,Filinia,16,Filinia,NA
NLA06608-EMAP:ME011L,1,Gastropus,2,Gastropus,NA
NLA06608-EMAP:ME011L,1,Kellicottia bostoniensis,7,Kellicottia,bostoniensis
NLA06608-EMAP:ME011L,1,Kellicottia longispina,221,Kellicottia,longispina
NLA06608-EMAP:ME011L,1,Trichocerca,8,Trichocerca,NA
NLA06608-EMAP:ME012L,1,Bosmina,2,Eubosmina,tubicen
NLA06608-EMAP:ME012L,1,Cyclopidae,1,Microcyclops,rubellus
NLA06608-EMAP:ME012L,1,Cyclopidae,12,NA,NA
NLA06608-EMAP:ME012L,1,Daphnia ambigua,15,Daphnia,ambigua
NLA06608-EMAP:ME012L,1,Diaptomidae,185,NA,NA
NLA06608-EMAP:ME012L,1,Sida,1,Sida,crystallina
NLA06608-EMAP:ME012L,1,Temoridae,3,Epischura,NA
NLA06608-EMAP:ME012L,1,Brachionus calyciflorus,7,Brachionus,calyciflorus
NLA06608-EMAP:ME012L,1,Conochilidae,168,NA,NA
NLA06608-EMAP:ME012L,1,Filinia,1,Filinia,NA
NLA06608-EMAP:ME012L,1,Kellicottia bostoniensis,1,Kellicottia,bostoniensis
NLA06608-EMAP:ME012L,1,Kellicottia longispina,26,Kellicottia,longispina
NLA06608-EMAP:ME012L,1,Keratella cceo,23,Keratella,cceo
NLA06608-EMAP:ME012L,1,Keratella cceo,4,Keratella,cceo
NLA06608-EMAP:ME012L,1,Keratella taurocephala,2,Keratella,taurocephala
NLA06608-EMAP:ME254L,1,Bosmina,6,Eubosmina,tubicen
NLA06608-EMAP:ME254L,1,Ceriodaphnia,5,Ceriodaphnia,NA
NLA06608-EMAP:ME254L,1,Cyclopidae,21,Microcyclops,rubellus
NLA06608-EMAP:ME254L,1,Daphnia longiremis,49,Daphnia,longiremis
NLA06608-EMAP:ME254L,1,Diaphanosoma,36,Diaphanosoma,NA
NLA06608-EMAP:ME254L,1,Diaptomidae,8,NA,NA
NLA06608-EMAP:ME254L,1,Holopedium gibberum,75,Holopedium,gibberum
NLA06608-EMAP:ME254L,1,Asplanchna,7,Asplanchna,NA
NLA06608-EMAP:ME254L,1,Conochilidae,39,NA,NA
NLA06608-EMAP:ME254L,1,Filinia,292,Filinia,NA
NLA06608-EMAP:ME254L,1,Kellicottia bostoniensis,3,Kellicottia,bostoniensis
NLA06608-EMAP:ME254L,1,Kellicottia longispina,79,Kellicottia,longispina
NLA06608-EMAP:ME254L,1,Keratella cceo,29,Keratella,cceo
NLA06608-EMAP:ME254L,1,Ploesoma,2,Ploesoma,leuticulare
NLA06608-EMAP:ME254L,1,Polyarthra,22,Polyarthra,NA
NLA06608-EMAP:ME254L,1,Synchaeta,27,Synchaeta,oblonga
NLA06608-EMAP:ME254L,1,Trichocerca,1,Trichocerca,NA
NLA06608-EMAP:ME263L,1,Cyclopidae,17,Mesocyclops,edax
NLA06608-EMAP:ME263L,1,Daphnia catawba/pulex complex,53,Daphnia,catawba
NLA06608-EMAP:ME263L,1,Diaphanosoma,55,Diaphanosoma,NA
NLA06608-EMAP:ME263L,1,Diaptomidae,108,NA,NA
NLA06608-EMAP:ME263L,1,Holopedium gibberum,4,Holopedium,gibberum
NLA06608-EMAP:ME263L,1,Temoridae,1,Epischura,nordenskioldi
NLA06608-EMAP:ME263L,1,Conochilidae,216,NA,NA
NLA06608-EMAP:ME263L,1,Kellicottia bostoniensis,1,Kellicottia,bostoniensis
NLA06608-EMAP:ME263L,1,Kellicottia longispina,3,Kellicottia,longispina
NLA06608-EMAP:ME263L,1,Keratella cceo,2,Keratella,cceo
NLA06608-EMAP:ME263L,1,Polyarthra,9,Polyarthra,NA
NLA06608-EMAP:ME518L,1,Bosmina,21,Eubosmina,tubicen
NLA06608-EMAP:ME518L,1,Cyclopidae,44,Mesocyclops,edax
NLA06608-EMAP:ME518L,1,Daphnia catawba/pulex complex,10,Daphnia,catawba
NLA06608-EMAP:ME518L,1,Daphnia catawba/pulex complex,15,Daphnia,pulex
NLA06608-EMAP:ME518L,1,Daphnia mendotae complex,12,Daphnia,mendotae
NLA06608-EMAP:ME518L,1,Diaptomidae,73,NA,NA
NLA06608-EMAP:ME518L,1,Holopedium gibberum,8,Holopedium,gibberum
NLA06608-EMAP:ME518L,1,Polyphemus,1,Polyphemus,pediculus
NLA06608-EMAP:ME518L,1,Sida,17,Sida,crystallina
NLA06608-EMAP:ME518L,1,Temoridae,2,Epischura,NA
NLA06608-EMAP:ME518L,1,Asplanchna,80,Asplanchna,NA
NLA06608-EMAP:ME518L,1,Collothecidae,3,NA,NA
NLA06608-EMAP:ME518L,1,Conochilidae,153,NA,NA
NLA06608-EMAP:ME518L,1,Kellicottia longispina,10,Kellicottia,longispina
NLA06608-EMAP:ME518L,1,Keratella cceo,1,Keratella,cceo
NLA06608-FL:107895579,1,UNID,1,NA,NA
NLA06608-FL:107895579,1,Diaptomidae,5,NA,NA
NLA06608-FL:107895579,1,Ergasilus,1,Ergasilus,NA
NLA06608-FL:107895579,1,Brachionus havanaensis,10,Brachionus,havanaensis
NLA06608-FL:107895579,1,Keratella cceo,12,Keratella,cceo
NLA06608-FL:16674741,1,Diaptomidae,29,NA,NA
NLA06608-FL:16674741,1,Conochilidae,3,NA,NA
NLA06608-FL:16674741,1,Hexarthra,1,Hexarthra,mira
NLA06608-FL:16674741,1,Keratella cceo,17,Keratella,cceo
NLA06608-FL:18261987,1,Bosmina,5,Bosmina,NA
NLA06608-FL:18261987,1,Cyclopidae,2,NA,NA
NLA06608-FL:18261987,1,Diaphanosoma,2,Diaphanosoma,NA
NLA06608-FL:18261987,1,Diaptomidae,3,NA,NA
NLA06608-FL:18261987,1,Keratella cceo,201,Keratella,cceo
NLA06608-FL:18261987,1,Lecanidae,1,Monostyla,NA
NLA06608-FL:99324403,1,UNID,12,NA,NA
NLA06608-FL:99324403,1,Cyclopidae,15,NA,NA
NLA06608-FL:99324403,1,Diaptomidae,8,NA,NA
NLA06608-FL:99324403,1,Ascomorpha,1,Ascomorpha,NA
NLA06608-FL:99324403,1,Asplanchna,2,Asplanchna,NA
NLA06608-FL:99324403,1,Collotheca,176,Collotheca,NA
NLA06608-FL:99324403,1,Conochilidae,1,NA,NA
NLA06608-FL:99324403,1,Keratella cceo,13,Keratella,cceo
NLA06608-FL:99344895,1,UNID,34,NA,NA
NLA06608-FL:99344895,1,Bosmina,6,Bosmina,NA
NLA06608-FL:99344895,1,Ceriodaphnia,7,Ceriodaphnia,NA
NLA06608-FL:99344895,1,Cyclopidae,50,Macrocyclops,NA
NLA06608-FL:99344895,1,Macrothricidae,18,NA,NA
NLA06608-FL:99344895,1,Diaphanosoma,93,Diaphanosoma,NA
NLA06608-FL:99344895,1,Diaptomidae,95,NA,NA
NLA06608-FL:99344895,1,Asplanchna,5,Asplanchna,NA
NLA06608-FL:99344895,1,Conochilidae,219,NA,NA
NLA06608-FL:99344895,1,Euchlanis,1,Euchlanis,NA
NLA06608-FL:99344895,1,Keratella cceo,28,Keratella,cceo
NLA06608-FL:99344895,1,Lecanidae,1,Lecane,NA
NLA06608-FL:99344895,1,Macrochaetus,2,Macrochaetus,NA
NLA06608-FL:99344895,1,Proales,5,Proales,NA
NLA06608-FL:99344895,1,Synchaeta,5,Synchaeta,NA
NLA06608-IN:646,1,Chaoborus punctipennis,1,Chaoborus,punctipennis
NLA06608-IN:646,1,Cyclopidae,19,Diacyclops,NA
NLA06608-IN:646,1,Cyclopidae,3,Mesocyclops,NA
NLA06608-IN:646,1,Cyclopidae,20,NA,NA
NLA06608-IN:646,1,Daphnia catawba/pulex complex,108,Daphnia,pulex
NLA06608-IN:646,1,Daphnia mendotae complex,5,Daphnia,mendotae
NLA06608-IN:646,1,Diaphanosoma,5,Diaphanosoma,NA
NLA06608-IN:646,1,Diaptomidae,202,NA,NA
NLA06608-IN:646,1,Asplanchna,1,Asplanchna,NA
NLA06608-IN:646,1,Bdelloidea,1,NA,NA
NLA06608-IN:646,1,Conochilidae,25,NA,NA
NLA06608-IN:646,1,Filinia,19,Filinia,NA
NLA06608-IN:646,1,Kellicottia longispina,5,Kellicottia,longispina
NLA06608-IN:646,1,Keratella cceo,4,Keratella,cceo
NLA06608-IN:646,1,Keratella cceo,132,Keratella,cceo
NLA06608-IN:646,1,Keratella quadrata,15,Keratella,quadrata
NLA06608-IN:646,1,Lecanidae,2,Monostyla,NA
NLA06608-IN:646,1,Polyarthra,7,Polyarthra,NA
NLA06608-IN:646,1,Synchaeta,4,Synchaeta,NA
NLA06608-IN:646,1,Trichocerca,6,Trichocerca,NA
NLA06608-MI:7007,1,UNID,6,NA,NA
NLA06608-MI:7007,1,Acari,1,NA,NA
NLA06608-MI:7007,1,Chaoborus punctipennis,2,Chaoborus,punctipennis
NLA06608-MI:7007,1,Cyclopidae,6,Mesocyclops,NA
NLA06608-MI:7007,1,Cyclopidae,9,NA,NA
NLA06608-MI:7007,1,Daphnia catawba/pulex complex,65,Daphnia,pulex
NLA06608-MI:7007,1,Daphnia mendotae complex,83,Daphnia,mendotae
NLA06608-MI:7007,1,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-MI:7007,1,Diaptomidae,62,NA,NA
NLA06608-MI:7007,1,Asplanchna,3,Asplanchna,NA
NLA06608-MI:7007,1,Brachionus havanaensis,1,Brachionus,havanaensis
NLA06608-MI:7007,1,Collotheca,18,Collotheca,NA
NLA06608-MI:7007,1,Conochilidae,12,NA,NA
NLA06608-MI:7007,1,Gastropus,9,Gastropus,NA
NLA06608-MI:7007,1,Kellicottia bostoniensis,62,Kellicottia,bostonensis
NLA06608-MI:7007,1,Keratella cceo,3,Keratella,cceo
NLA06608-MI:7007,1,Keratella cceo,3,Keratella,cceo
NLA06608-MI:7007,1,Ploesoma,1,Ploesoma,NA
NLA06608-MI:7007,1,Polyarthra,154,Polyarthra,NA
NLA06608-MI:7007,1,Pompholyx,2,Pompholyx,sulcata
NLA06608-MI:7007,1,Testudinella,1,Testudinella,NA
NLA06608-MI:7007,1,Trichocerca,6,Trichocerca,NA
NLA06608-MN:03-0029,1,UNID,2,NA,NA
NLA06608-MN:03-0029,1,Ceriodaphnia,4,Ceriodaphnia,NA
NLA06608-MN:03-0029,1,Chydoridae,1,NA,NA
NLA06608-MN:03-0029,1,Cyclopidae,7,Mesocyclops,NA
NLA06608-MN:03-0029,1,Cyclopidae,18,NA,NA
NLA06608-MN:03-0029,1,Daphnia mendotae complex,38,Daphnia,mendotae
NLA06608-MN:03-0029,1,Diaphanosoma,95,Diaphanosoma,NA
NLA06608-MN:03-0029,1,Diaptomidae,57,NA,NA
NLA06608-MN:03-0029,1,Asplanchna,8,Asplanchna,NA
NLA06608-MN:03-0029,1,Collotheca,13,Collotheca,NA
NLA06608-MN:03-0029,1,Conochilidae,72,NA,NA
NLA06608-MN:03-0029,1,Gastropus,4,Gastropus,NA
NLA06608-MN:03-0029,1,Kellicottia bostoniensis,13,Kellicottia,bostonensis
NLA06608-MN:03-0029,1,Kellicottia longispina,2,Kellicottia,longispina
NLA06608-MN:03-0029,1,Keratella cceo,35,Keratella,cceo
NLA06608-MN:03-0029,1,Keratella cceo,23,Keratella,cceo
NLA06608-MN:03-0029,1,Lecanidae,1,Monostyla,NA
NLA06608-MN:03-0029,1,Ploesoma,3,Ploesoma,NA
NLA06608-MN:03-0029,1,Polyarthra,13,Polyarthra,NA
NLA06608-MN:03-0029,1,Synchaeta,2,Synchaeta,NA
NLA06608-MN:03-0029,1,Trichocerca,17,Trichocerca,NA
NLA06608-MN:06-0002,1,Aglaodiaptomus,5,Aglaodiaptomus,NA
NLA06608-MN:06-0002,1,Chydoridae,5,NA,NA
NLA06608-MN:06-0002,1,Cyclopidae,9,Mesocyclops,NA
NLA06608-MN:06-0002,1,Daphnia catawba/pulex complex,24,Daphnia,pulex
NLA06608-MN:06-0002,1,Diaphanosoma,44,Diaphanosoma,NA
NLA06608-MN:06-0002,1,Diaptomidae,136,NA,NA
NLA06608-MN:06-0002,1,Ergasilus,1,Ergasilus,NA
NLA06608-MN:06-0002,1,Brachionus havanaensis,1,Brachionus,havanaensis
NLA06608-MN:06-0002,1,Keratella cceo,6,Keratella,cceo
NLA06608-MN:06-0002,1,Polyarthra,1,Polyarthra,NA
NLA06608-MN:11-0102,1,Chaoborus albipes,1,Chaoborus,albipes
NLA06608-MN:11-0102,1,Chaoborus punctipennis,7,Chaoborus,punctipennis
NLA06608-MN:11-0102,1,Cyclopidae,2,NA,NA
NLA06608-MN:11-0102,1,Daphnia mendotae complex,2,Daphnia,mendotae
NLA06608-MN:11-0102,1,Diaphanosoma,14,Diaphanosoma,NA
NLA06608-MN:11-0102,1,Diaptomidae,25,NA,NA
NLA06608-MN:11-0102,1,Asplanchna,5,Asplanchna,NA
NLA06608-MN:11-0102,1,Collotheca,10,Collotheca,NA
NLA06608-MN:11-0102,1,Conochilidae,15,NA,NA
NLA06608-MN:11-0102,1,Gastropus,1,Gastropus,NA
NLA06608-MN:11-0102,1,Kellicottia bostoniensis,4,Kellicottia,bostonensis
NLA06608-MN:11-0102,1,Kellicottia longispina,3,Kellicottia,longispina
NLA06608-MN:11-0102,1,Keratella cceo,1,Keratella,cceo
NLA06608-MN:11-0102,1,Keratella cceo,109,Keratella,cceo
NLA06608-MN:11-0102,1,Lecanidae,3,Monostyla,NA
NLA06608-MN:11-0102,1,Ploesoma,4,Ploesoma,NA
NLA06608-MN:11-0102,1,Polyarthra,6,Polyarthra,NA
NLA06608-MN:11-0102,1,Synchaeta,23,Synchaeta,NA
NLA06608-MN:11-0102,1,Trichocerca,16,Trichocerca,NA
NLA06608-MN:15-0010,1,Ceriodaphnia,1,Ceriodaphnia,NA
NLA06608-MN:15-0010,1,Cyclopidae,16,Diacyclops,NA
NLA06608-MN:15-0010,1,Cyclopidae,10,Mesocyclops,NA
NLA06608-MN:15-0010,1,Cyclopidae,33,NA,NA
NLA06608-MN:15-0010,1,Daphnia mendotae complex,45,Daphnia,mendotae
NLA06608-MN:15-0010,1,Daphnia retrocurva,4,Daphnia,retrocurva
NLA06608-MN:15-0010,1,Diaphanosoma,12,Diaphanosoma,NA
NLA06608-MN:15-0010,1,Diaptomidae,122,NA,NA
NLA06608-MN:15-0010,1,Conochilidae,11,NA,NA
NLA06608-MN:15-0010,1,Filinia,19,Filinia,NA
NLA06608-MN:15-0010,1,Gastropus,3,Gastropus,NA
NLA06608-MN:15-0010,1,Kellicottia longispina,18,Kellicottia,longispina
NLA06608-MN:15-0010,1,Keratella cceo,11,Keratella,cceo
NLA06608-MN:15-0010,1,Keratella cceo,133,Keratella,cceo
NLA06608-MN:15-0010,1,Keratella quadrata,25,Keratella,quadrata
NLA06608-MN:15-0010,1,Polyarthra,6,Polyarthra,NA
NLA06608-MN:15-0010,1,Trichocerca,6,Trichocerca,NA
NLA06608-MN:22-0074,1,Ceriodaphnia,2,Ceriodaphnia,NA
NLA06608-MN:22-0074,1,Cyclopidae,1,Mesocyclops,NA
NLA06608-MN:22-0074,1,Cyclopidae,26,NA,NA
NLA06608-MN:22-0074,1,Daphnia retrocurva,260,Daphnia,retrocurva
NLA06608-MN:22-0074,1,Diaphanosoma,41,Diaphanosoma,NA
NLA06608-MN:22-0074,1,Leptodora,5,Leptodora,kindtii
NLA06608-MN:22-0074,1,Collotheca,1,Collotheca,NA
NLA06608-MN:22-0074,1,Conochilidae,14,NA,NA
NLA06608-MN:22-0074,1,Filinia,3,Filinia,NA
NLA06608-MN:22-0074,1,Gastropus,2,Gastropus,NA
NLA06608-MN:22-0074,1,Keratella cceo,52,Keratella,cceo
NLA06608-MN:22-0074,1,Keratella cceo,67,Keratella,cceo
NLA06608-MN:22-0074,1,Polyarthra,2,Polyarthra,NA
NLA06608-MN:22-0074,1,Pompholyx,52,Pompholyx,sulcata
NLA06608-MN:22-0074,1,Synchaeta,8,Synchaeta,NA
NLA06608-MN:22-0074,1,Trichocerca,3,Trichocerca,NA
NLA06608-MN:49-0140,1,Chaoborus punctipennis,2,Chaoborus,punctipennis
NLA06608-MN:49-0140,1,Cyclopidae,8,Mesocyclops,NA
NLA06608-MN:49-0140,1,Cyclopidae,16,NA,NA
NLA06608-MN:49-0140,1,Daphnia catawba/pulex complex,240,Daphnia,pulex
NLA06608-MN:49-0140,1,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-MN:49-0140,1,Diaptomidae,33,NA,NA
NLA06608-MN:49-0140,1,Ascomorpha,1,Ascomorpha,NA
NLA06608-MN:49-0140,1,Asplanchna,6,Asplanchna,NA
NLA06608-MN:49-0140,1,Collotheca,2,Collotheca,NA
NLA06608-MN:49-0140,1,Conochilidae,16,NA,NA
NLA06608-MN:49-0140,1,Euchlanis,6,Euchlanis,NA
NLA06608-MN:49-0140,1,Gastropus,2,Gastropus,NA
NLA06608-MN:49-0140,1,Keratella cceo,12,Keratella,cceo
NLA06608-MN:49-0140,1,Keratella cceo,67,Keratella,cceo
NLA06608-MN:49-0140,1,Keratella hiemalis,1,Keratella,hiemalis
NLA06608-MN:49-0140,1,Ploesoma,1,Ploesoma,NA
NLA06608-MN:49-0140,1,Polyarthra,64,Polyarthra,NA
NLA06608-MN:49-0140,1,Pompholyx,3,Pompholyx,sulcata
NLA06608-MN:49-0140,1,Synchaeta,44,Synchaeta,NA
NLA06608-MN:49-0140,1,Trichocerca,3,Trichocerca,NA
NLA06608-MN:51-0063,1,Aglaodiaptomus,30,Aglaodiaptomus,NA
NLA06608-MN:51-0063,1,Cyclopidae,34,NA,NA
NLA06608-MN:51-0063,1,Daphnia catawba/pulex complex,2,Daphnia,pulex
NLA06608-MN:51-0063,1,Daphnia mendotae complex,26,Daphnia,mendotae
NLA06608-MN:51-0063,1,Daphnia retrocurva,90,Daphnia,retrocurva
NLA06608-MN:51-0063,1,Diaphanosoma,55,Diaphanosoma,NA
NLA06608-MN:51-0063,1,Diaptomidae,191,NA,NA
NLA06608-MN:51-0063,1,Euchlanis,2,Euchlanis,NA
NLA06608-MN:51-0063,1,Keratella cceo,70,Keratella,cceo
